mode	drug	no_feats	F1-score_macro	c_param
gpa_snps	Ciprofloxacin	15	0.8896	0.025
gpa_snps	Ciprofloxacin	17	0.8896	0.03
gpa_snps	Ciprofloxacin	9	0.8896	0.015
gpa_snps	Ciprofloxacin	36	0.8868	0.05
gpa_snps	Ciprofloxacin	97	0.8727	0.3
gpa_snps	Ciprofloxacin	98	0.8626	0.5
gpa_snps	Ciprofloxacin	94	0.8594	0.7
gpa_snps	Ciprofloxacin	97	0.8524	0.4
gpa_snps	Ciprofloxacin	97	0.8487	0.85
gpa_snps	Ciprofloxacin	93	0.8349	1.0
gpa_snps	Ciprofloxacin	1	0.4654	0.005
gpa_snps	Ciprofloxacin	0	0.3084	0.0015
gpa_snps	Ciprofloxacin	0	0.3084	0.004
gpa_snps	Ciprofloxacin	0	0.3084	0.003
gpa_snps	Ciprofloxacin	0	0.3084	0.0025
gpa_snps	Ciprofloxacin	0	0.3084	0.002
gpa_snps	Ciprofloxacin	0	0.3084	0.001
gpa_snps	Meropenem	49	0.8525	0.07
gpa_snps	Meropenem	29	0.8505	0.05
gpa_snps	Meropenem	25	0.847	0.04
gpa_snps	Meropenem	72	0.8445	0.085
gpa_snps	Meropenem	91	0.8437	0.1
gpa_snps	Meropenem	122	0.8428	0.15
gpa_snps	Meropenem	19	0.8391	0.03
gpa_snps	Meropenem	113	0.8373	0.2
gpa_snps	Meropenem	131	0.8246	0.25
gpa_snps	Meropenem	13	0.8225	0.025
gpa_snps	Meropenem	120	0.82	0.3
gpa_snps	Meropenem	144	0.788	0.4
gpa_snps	Meropenem	141	0.7859	0.5
gpa_snps	Meropenem	9	0.7706	0.02
gpa_snps	Meropenem	140	0.7633	0.7
gpa_snps	Meropenem	137	0.7615	1.0
gpa_snps	Meropenem	145	0.7309	0.85
gpa_snps	Meropenem	4	0.6598	0.015
gpa_snps	Meropenem	0	0.2386	0.0015
gpa_snps	Meropenem	1	0.2386	0.01
gpa_snps	Meropenem	0	0.2386	0.0085
gpa_snps	Meropenem	0	0.2386	0.007
gpa_snps	Meropenem	0	0.2386	0.005
gpa_snps	Meropenem	0	0.2386	0.004
gpa_snps	Meropenem	0	0.2386	0.003
gpa_snps	Meropenem	0	0.2386	0.0025
gpa_snps	Meropenem	0	0.2386	0.002
gpa_snps	Meropenem	0	0.2386	0.001
gpa_snps	Tobramycin	105	0.9066	0.4
gpa_snps	Tobramycin	95	0.9038	0.25
gpa_snps	Tobramycin	101	0.9033	0.3
gpa_snps	Tobramycin	100	0.8994	0.2
gpa_snps	Tobramycin	103	0.8961	0.85
gpa_snps	Tobramycin	99	0.8961	0.5
gpa_snps	Tobramycin	103	0.8923	1.0
gpa_snps	Tobramycin	63	0.8923	0.07
gpa_snps	Tobramycin	77	0.8923	0.1
gpa_snps	Tobramycin	72	0.8923	0.085
gpa_snps	Tobramycin	105	0.8884	0.15
gpa_snps	Tobramycin	24	0.8884	0.03
gpa_snps	Tobramycin	46	0.8863	0.05
gpa_snps	Tobramycin	15	0.8838	0.02
gpa_snps	Tobramycin	3	0.8836	0.0085
gpa_snps	Tobramycin	19	0.8812	0.025
gpa_snps	Tobramycin	35	0.8792	0.04
gpa_snps	Tobramycin	103	0.8779	0.7
gpa_snps	Tobramycin	4	0.8693	0.01
gpa_snps	Tobramycin	3	0.8626	0.007
gpa_snps	Tobramycin	10	0.8571	0.015
gpa_snps	Tobramycin	0	0.4069	0.0015
gpa_snps	Tobramycin	0	0.4069	0.005
gpa_snps	Tobramycin	0	0.4069	0.004
gpa_snps	Tobramycin	0	0.4069	0.003
gpa_snps	Tobramycin	0	0.4069	0.0025
gpa_snps	Tobramycin	0	0.4069	0.002
gpa_snps	Tobramycin	0	0.4069	0.001
gpa	Ceftazidim	28	0.6987	0.04
gpa	Ceftazidim	125	0.6791	0.2
gpa	Ceftazidim	57	0.6787	0.07
gpa	Ceftazidim	40	0.678	0.05
gpa	Ceftazidim	15	0.6739	0.03
gpa	Ceftazidim	109	0.6716	0.15
gpa	Ceftazidim	73	0.6678	0.085
gpa	Ceftazidim	80	0.6675	0.1
gpa	Ceftazidim	149	0.6604	0.4
gpa	Ceftazidim	149	0.6603	0.3
gpa	Ceftazidim	8	0.6515	0.02
gpa	Ceftazidim	149	0.6493	0.5
gpa	Ceftazidim	133	0.6492	0.25
gpa	Ceftazidim	153	0.6491	0.85
gpa	Ceftazidim	156	0.6491	1.0
gpa	Ceftazidim	13	0.6455	0.025
gpa	Ceftazidim	158	0.6119	0.7
gpa	Ceftazidim	4	0.609	0.015
gpa	Ceftazidim	0	0.335	0.0015
gpa	Ceftazidim	0	0.335	0.01
gpa	Ceftazidim	0	0.335	0.0085
gpa	Ceftazidim	0	0.335	0.007
gpa	Ceftazidim	0	0.335	0.005
gpa	Ceftazidim	0	0.335	0.004
gpa	Ceftazidim	0	0.335	0.003
gpa	Ceftazidim	0	0.335	0.0025
gpa	Ceftazidim	0	0.335	0.002
gpa	Ceftazidim	0	0.335	0.001
gpa	Ciprofloxacin	130	0.7854	0.5
gpa	Ciprofloxacin	126	0.7854	0.4
gpa	Ciprofloxacin	126	0.775	0.85
gpa	Ciprofloxacin	134	0.775	0.7
gpa	Ciprofloxacin	129	0.771	1.0
gpa	Ciprofloxacin	37	0.7596	0.05
gpa	Ciprofloxacin	32	0.7595	0.04
gpa	Ciprofloxacin	26	0.7593	0.03
gpa	Ciprofloxacin	16	0.7592	0.025
gpa	Ciprofloxacin	115	0.7539	0.2
gpa	Ciprofloxacin	10	0.752	0.02
gpa	Ciprofloxacin	124	0.7495	0.3
gpa	Ciprofloxacin	131	0.7465	0.25
gpa	Ciprofloxacin	105	0.7405	0.15
gpa	Ciprofloxacin	85	0.7316	0.085
gpa	Ciprofloxacin	60	0.7281	0.07
gpa	Ciprofloxacin	91	0.7208	0.1
gpa	Ciprofloxacin	7	0.72	0.015
gpa	Ciprofloxacin	5	0.6794	0.01
gpa	Ciprofloxacin	1	0.5578	0.0085
gpa	Ciprofloxacin	0	0.3084	0.003
gpa	Ciprofloxacin	0	0.3084	0.002
gpa	Ciprofloxacin	0	0.3084	0.0025
gpa	Ciprofloxacin	0	0.3084	0.007
gpa	Ciprofloxacin	0	0.3084	0.004
gpa	Ciprofloxacin	0	0.3084	0.005
gpa	Ciprofloxacin	0	0.3084	0.0015
gpa	Ciprofloxacin	0	0.3084	0.001
gpa	Meropenem	48	0.8677	0.1
gpa	Meropenem	90	0.8641	0.2
gpa	Meropenem	72	0.8641	0.15
gpa	Meropenem	90	0.8561	0.3
gpa	Meropenem	96	0.8517	0.25
gpa	Meropenem	41	0.8497	0.085
gpa	Meropenem	32	0.8391	0.07
gpa	Meropenem	22	0.8391	0.05
gpa	Meropenem	16	0.8356	0.04
gpa	Meropenem	13	0.8356	0.03
gpa	Meropenem	12	0.8321	0.025
gpa	Meropenem	102	0.8292	0.4
gpa	Meropenem	103	0.8151	0.5
gpa	Meropenem	9	0.8043	0.02
gpa	Meropenem	119	0.8001	0.85
gpa	Meropenem	110	0.7811	0.7
gpa	Meropenem	111	0.7665	1.0
gpa	Meropenem	3	0.4785	0.015
gpa	Meropenem	0	0.2386	0.0015
gpa	Meropenem	1	0.2386	0.01
gpa	Meropenem	0	0.2386	0.0085
gpa	Meropenem	0	0.2386	0.007
gpa	Meropenem	0	0.2386	0.005
gpa	Meropenem	0	0.2386	0.004
gpa	Meropenem	0	0.2386	0.003
gpa	Meropenem	0	0.2386	0.0025
gpa	Meropenem	0	0.2386	0.002
gpa	Meropenem	0	0.2386	0.001
gpa	Tobramycin	48	0.9061	0.07
gpa	Tobramycin	55	0.9056	0.085
gpa	Tobramycin	71	0.905	0.15
gpa	Tobramycin	60	0.9022	0.1
gpa	Tobramycin	22	0.9017	0.04
gpa	Tobramycin	31	0.9017	0.05
gpa	Tobramycin	82	0.8983	0.2
gpa	Tobramycin	12	0.8965	0.025
gpa	Tobramycin	83	0.8956	0.5
gpa	Tobramycin	95	0.8944	0.25
gpa	Tobramycin	15	0.8931	0.03
gpa	Tobramycin	89	0.8923	0.7
gpa	Tobramycin	86	0.8917	1.0
gpa	Tobramycin	87	0.8877	0.85
gpa	Tobramycin	78	0.8851	0.3
gpa	Tobramycin	84	0.8844	0.4
gpa	Tobramycin	3	0.8844	0.01
gpa	Tobramycin	3	0.8836	0.0085
gpa	Tobramycin	10	0.8817	0.02
gpa	Tobramycin	8	0.8817	0.015
gpa	Tobramycin	3	0.8626	0.007
gpa	Tobramycin	0	0.4069	0.0015
gpa	Tobramycin	0	0.4069	0.005
gpa	Tobramycin	0	0.4069	0.004
gpa	Tobramycin	0	0.4069	0.003
gpa	Tobramycin	0	0.4069	0.0025
gpa	Tobramycin	0	0.4069	0.002
gpa	Tobramycin	0	0.4069	0.001
snps	Ceftazidim	8	0.6562	0.015
snps	Ceftazidim	152	0.6492	0.15
snps	Ceftazidim	171	0.6488	0.7
snps	Ceftazidim	27	0.6483	0.03
snps	Ceftazidim	20	0.648	0.025
snps	Ceftazidim	49	0.6455	0.04
snps	Ceftazidim	102	0.638	0.07
snps	Ceftazidim	130	0.6343	0.1
snps	Ceftazidim	128	0.6343	0.085
snps	Ceftazidim	71	0.6303	0.05
snps	Ceftazidim	162	0.6268	0.25
snps	Ceftazidim	165	0.6263	0.3
snps	Ceftazidim	151	0.6231	0.2
snps	Ceftazidim	14	0.6216	0.02
snps	Ceftazidim	164	0.6194	0.4
snps	Ceftazidim	164	0.6154	1.0
snps	Ceftazidim	171	0.6119	0.85
snps	Ceftazidim	172	0.5931	0.5
snps	Ceftazidim	0	0.335	0.0015
snps	Ceftazidim	0	0.335	0.01
snps	Ceftazidim	0	0.335	0.0085
snps	Ceftazidim	0	0.335	0.007
snps	Ceftazidim	0	0.335	0.005
snps	Ceftazidim	0	0.335	0.004
snps	Ceftazidim	0	0.335	0.003
snps	Ceftazidim	0	0.335	0.0025
snps	Ceftazidim	0	0.335	0.002
snps	Ceftazidim	0	0.335	0.001
snps	Ciprofloxacin	80	0.9014	0.15
snps	Ciprofloxacin	48	0.9014	0.085
snps	Ciprofloxacin	73	0.9013	0.1
snps	Ciprofloxacin	50	0.9013	0.07
snps	Ciprofloxacin	83	0.8977	0.2
snps	Ciprofloxacin	27	0.8901	0.05
snps	Ciprofloxacin	3	0.8896	0.0085
snps	Ciprofloxacin	6	0.8896	0.01
snps	Ciprofloxacin	21	0.8896	0.04
snps	Ciprofloxacin	2	0.8896	0.007
snps	Ciprofloxacin	8	0.8896	0.015
snps	Ciprofloxacin	87	0.887	0.5
snps	Ciprofloxacin	15	0.8859	0.02
snps	Ciprofloxacin	22	0.8859	0.025
snps	Ciprofloxacin	25	0.8859	0.03
snps	Ciprofloxacin	84	0.8837	0.25
snps	Ciprofloxacin	92	0.8805	0.85
snps	Ciprofloxacin	91	0.8799	0.3
snps	Ciprofloxacin	86	0.8702	0.4
snps	Ciprofloxacin	87	0.8596	0.7
snps	Ciprofloxacin	95	0.8594	1.0
snps	Ciprofloxacin	1	0.4654	0.005
snps	Ciprofloxacin	0	0.3084	0.0015
snps	Ciprofloxacin	0	0.3084	0.004
snps	Ciprofloxacin	0	0.3084	0.003
snps	Ciprofloxacin	0	0.3084	0.0025
snps	Ciprofloxacin	0	0.3084	0.002
snps	Ciprofloxacin	0	0.3084	0.001
snps	Meropenem	10	0.5916	0.02
snps	Meropenem	14	0.5651	0.025
snps	Meropenem	164	0.5632	0.3
snps	Meropenem	178	0.5526	0.7
snps	Meropenem	157	0.547	0.25
snps	Meropenem	142	0.5443	0.15
snps	Meropenem	17	0.5443	0.03
snps	Meropenem	160	0.5413	0.4
snps	Meropenem	3	0.536	0.015
snps	Meropenem	61	0.5325	0.05
snps	Meropenem	147	0.5307	0.2
snps	Meropenem	173	0.5241	1.0
snps	Meropenem	98	0.5228	0.07
snps	Meropenem	175	0.5182	0.5
snps	Meropenem	117	0.5177	0.1
snps	Meropenem	39	0.5136	0.04
snps	Meropenem	110	0.5097	0.085
snps	Meropenem	176	0.5003	0.85
snps	Meropenem	0	0.2386	0.0015
snps	Meropenem	0	0.2386	0.01
snps	Meropenem	0	0.2386	0.0085
snps	Meropenem	0	0.2386	0.007
snps	Meropenem	0	0.2386	0.005
snps	Meropenem	0	0.2386	0.004
snps	Meropenem	0	0.2386	0.003
snps	Meropenem	0	0.2386	0.0025
snps	Meropenem	0	0.2386	0.002
snps	Meropenem	0	0.2386	0.001
snps	Tobramycin	78	0.8792	0.085
snps	Tobramycin	117	0.8765	0.4
snps	Tobramycin	66	0.876	0.07
snps	Tobramycin	82	0.8721	0.1
snps	Tobramycin	101	0.8707	0.15
snps	Tobramycin	56	0.8675	0.05
snps	Tobramycin	115	0.8668	0.25
snps	Tobramycin	110	0.8668	0.2
snps	Tobramycin	117	0.8653	1.0
snps	Tobramycin	113	0.8653	0.3
snps	Tobramycin	41	0.8618	0.04
snps	Tobramycin	120	0.8612	0.85
snps	Tobramycin	119	0.8603	0.5
snps	Tobramycin	26	0.8523	0.03
snps	Tobramycin	107	0.8483	0.7
snps	Tobramycin	24	0.8421	0.025
snps	Tobramycin	22	0.8236	0.02
snps	Tobramycin	19	0.8067	0.015
snps	Tobramycin	9	0.7742	0.01
snps	Tobramycin	7	0.7348	0.0085
snps	Tobramycin	3	0.7226	0.007
snps	Tobramycin	0	0.4069	0.002
snps	Tobramycin	0	0.4069	0.005
snps	Tobramycin	0	0.4069	0.0025
snps	Tobramycin	0	0.4069	0.003
snps	Tobramycin	0	0.4069	0.004
snps	Tobramycin	0	0.4069	0.0015
snps	Tobramycin	0	0.4069	0.001
expr_snps	Ceftazidim	168	0.8059	0.07
expr_snps	Ceftazidim	119	0.8022	0.03
expr_snps	Ceftazidim	73	0.8022	0.02
expr_snps	Ceftazidim	109	0.8021	0.085
expr_snps	Ceftazidim	13	0.8019	0.01
expr_snps	Ceftazidim	136	0.7985	0.7
expr_snps	Ceftazidim	159	0.7984	0.05
expr_snps	Ceftazidim	150	0.7984	0.1
expr_snps	Ceftazidim	146	0.7946	0.04
expr_snps	Ceftazidim	42	0.791	0.015
expr_snps	Ceftazidim	202	0.7909	0.2
expr_snps	Ceftazidim	103	0.7872	0.025
expr_snps	Ceftazidim	166	0.7834	0.15
expr_snps	Ceftazidim	131	0.7834	0.5
expr_snps	Ceftazidim	10	0.7793	0.0085
expr_snps	Ceftazidim	123	0.7723	0.3
expr_snps	Ceftazidim	5	0.764	0.007
expr_snps	Ceftazidim	123	0.761	1.0
expr_snps	Ceftazidim	158	0.7567	0.25
expr_snps	Ceftazidim	155	0.7498	0.4
expr_snps	Ceftazidim	129	0.7462	0.85
expr_snps	Ceftazidim	2	0.7106	0.005
expr_snps	Ceftazidim	0	0.335	0.0015
expr_snps	Ceftazidim	1	0.335	0.004
expr_snps	Ceftazidim	0	0.335	0.003
expr_snps	Ceftazidim	0	0.335	0.0025
expr_snps	Ceftazidim	0	0.335	0.002
expr_snps	Ceftazidim	0	0.335	0.001
expr_snps	Ciprofloxacin	43	0.9083	0.02
expr_snps	Ciprofloxacin	19	0.9044	0.015
expr_snps	Ciprofloxacin	56	0.8977	0.025
expr_snps	Ciprofloxacin	47	0.8977	0.3
expr_snps	Ciprofloxacin	46	0.8909	0.25
expr_snps	Ciprofloxacin	57	0.8904	0.05
expr_snps	Ciprofloxacin	41	0.8904	0.15
expr_snps	Ciprofloxacin	47	0.8904	0.085
expr_snps	Ciprofloxacin	63	0.8904	0.07
expr_snps	Ciprofloxacin	1	0.8896	0.003
expr_snps	Ciprofloxacin	1	0.8896	0.004
expr_snps	Ciprofloxacin	2	0.8896	0.005
expr_snps	Ciprofloxacin	5	0.8896	0.007
expr_snps	Ciprofloxacin	7	0.8896	0.0085
expr_snps	Ciprofloxacin	8	0.8896	0.01
expr_snps	Ciprofloxacin	67	0.887	0.04
expr_snps	Ciprofloxacin	60	0.887	0.03
expr_snps	Ciprofloxacin	60	0.887	0.4
expr_snps	Ciprofloxacin	56	0.8868	0.1
expr_snps	Ciprofloxacin	45	0.8836	0.2
expr_snps	Ciprofloxacin	48	0.877	0.7
expr_snps	Ciprofloxacin	58	0.877	1.0
expr_snps	Ciprofloxacin	55	0.8739	0.85
expr_snps	Ciprofloxacin	74	0.8594	0.5
expr_snps	Ciprofloxacin	1	0.7908	0.0025
expr_snps	Ciprofloxacin	0	0.3084	0.0015
expr_snps	Ciprofloxacin	0	0.3084	0.002
expr_snps	Ciprofloxacin	0	0.3084	0.001
expr_snps	Meropenem	101	0.8513	0.03
expr_snps	Meropenem	83	0.8457	0.025
expr_snps	Meropenem	117	0.8445	0.04
expr_snps	Meropenem	112	0.8312	0.05
expr_snps	Meropenem	66	0.8255	0.02
expr_snps	Meropenem	94	0.8213	1.0
expr_snps	Meropenem	146	0.8127	0.1
expr_snps	Meropenem	132	0.8105	0.07
expr_snps	Meropenem	142	0.8071	0.085
expr_snps	Meropenem	110	0.7956	0.15
expr_snps	Meropenem	109	0.7915	0.85
expr_snps	Meropenem	102	0.7915	0.7
expr_snps	Meropenem	151	0.7898	0.25
expr_snps	Meropenem	30	0.7862	0.015
expr_snps	Meropenem	108	0.7859	0.5
expr_snps	Meropenem	123	0.7838	0.2
expr_snps	Meropenem	118	0.7825	0.4
expr_snps	Meropenem	9	0.7774	0.01
expr_snps	Meropenem	128	0.7594	0.3
expr_snps	Meropenem	5	0.7543	0.0085
expr_snps	Meropenem	2	0.7258	0.005
expr_snps	Meropenem	3	0.7236	0.007
expr_snps	Meropenem	0	0.2386	0.002
expr_snps	Meropenem	0	0.2386	0.0015
expr_snps	Meropenem	0	0.2386	0.0025
expr_snps	Meropenem	0	0.2386	0.003
expr_snps	Meropenem	0	0.2386	0.004
expr_snps	Meropenem	0	0.2386	0.001
expr_snps	Tobramycin	55	0.8907	0.02
expr_snps	Tobramycin	61	0.8901	0.025
expr_snps	Tobramycin	73	0.889	1.0
expr_snps	Tobramycin	107	0.8884	0.07
expr_snps	Tobramycin	92	0.8884	0.05
expr_snps	Tobramycin	82	0.8884	0.04
expr_snps	Tobramycin	105	0.8864	0.25
expr_snps	Tobramycin	92	0.8851	0.7
expr_snps	Tobramycin	91	0.8844	0.5
expr_snps	Tobramycin	97	0.8844	0.3
expr_snps	Tobramycin	70	0.8824	0.03
expr_snps	Tobramycin	95	0.8818	0.4
expr_snps	Tobramycin	96	0.8818	0.2
expr_snps	Tobramycin	42	0.881	0.015
expr_snps	Tobramycin	75	0.8792	0.85
expr_snps	Tobramycin	97	0.8753	0.1
expr_snps	Tobramycin	94	0.8727	0.085
expr_snps	Tobramycin	95	0.8714	0.15
expr_snps	Tobramycin	25	0.8433	0.01
expr_snps	Tobramycin	11	0.8288	0.007
expr_snps	Tobramycin	15	0.8281	0.0085
expr_snps	Tobramycin	8	0.8056	0.005
expr_snps	Tobramycin	8	0.7717	0.004
expr_snps	Tobramycin	3	0.7311	0.003
expr_snps	Tobramycin	0	0.4069	0.002
expr_snps	Tobramycin	0	0.4069	0.0025
expr_snps	Tobramycin	0	0.4069	0.0015
expr_snps	Tobramycin	0	0.4069	0.001
expr	Ceftazidim	44	0.8284	0.025
expr	Ceftazidim	33	0.8246	0.02
expr	Ceftazidim	49	0.8208	0.03
expr	Ceftazidim	21	0.8172	0.015
expr	Ceftazidim	68	0.8133	0.04
expr	Ceftazidim	99	0.8097	0.07
expr	Ceftazidim	86	0.8058	0.05
expr	Ceftazidim	131	0.7948	0.25
expr	Ceftazidim	115	0.7948	0.1
expr	Ceftazidim	138	0.7947	0.7
expr	Ceftazidim	10	0.7939	0.01
expr	Ceftazidim	105	0.791	0.085
expr	Ceftazidim	135	0.7835	0.3
expr	Ceftazidim	128	0.7798	0.15
expr	Ceftazidim	136	0.7797	0.5
expr	Ceftazidim	132	0.7724	0.4
expr	Ceftazidim	143	0.7724	0.2
expr	Ceftazidim	7	0.7629	0.0085
expr	Ceftazidim	144	0.7612	1.0
expr	Ceftazidim	137	0.7537	0.85
expr	Ceftazidim	5	0.7457	0.007
expr	Ceftazidim	1	0.7141	0.005
expr	Ceftazidim	0	0.335	0.0015
expr	Ceftazidim	1	0.335	0.004
expr	Ceftazidim	0	0.335	0.003
expr	Ceftazidim	0	0.335	0.0025
expr	Ceftazidim	0	0.335	0.002
expr	Ceftazidim	0	0.335	0.001
expr	Ciprofloxacin	39	0.8014	0.02
expr	Ciprofloxacin	55	0.7978	0.025
expr	Ciprofloxacin	63	0.7943	0.03
expr	Ciprofloxacin	80	0.7939	0.04
expr	Ciprofloxacin	132	0.7927	0.2
expr	Ciprofloxacin	135	0.7854	0.4
expr	Ciprofloxacin	28	0.7805	0.015
expr	Ciprofloxacin	138	0.7789	0.3
expr	Ciprofloxacin	138	0.7787	0.15
expr	Ciprofloxacin	133	0.7784	0.085
expr	Ciprofloxacin	93	0.7762	0.05
expr	Ciprofloxacin	143	0.7753	0.85
expr	Ciprofloxacin	132	0.7747	0.1
expr	Ciprofloxacin	139	0.7699	1.0
expr	Ciprofloxacin	121	0.7683	0.07
expr	Ciprofloxacin	160	0.7615	0.25
expr	Ciprofloxacin	133	0.7532	0.5
expr	Ciprofloxacin	147	0.7354	0.7
expr	Ciprofloxacin	16	0.7352	0.01
expr	Ciprofloxacin	13	0.7317	0.0085
expr	Ciprofloxacin	8	0.7072	0.007
expr	Ciprofloxacin	4	0.672	0.005
expr	Ciprofloxacin	2	0.5212	0.004
expr	Ciprofloxacin	0	0.3084	0.0015
expr	Ciprofloxacin	0	0.3084	0.003
expr	Ciprofloxacin	0	0.3084	0.0025
expr	Ciprofloxacin	0	0.3084	0.002
expr	Ciprofloxacin	0	0.3084	0.001
expr	Meropenem	40	0.8372	0.03
expr	Meropenem	35	0.8352	0.025
expr	Meropenem	63	0.8286	0.04
expr	Meropenem	87	0.8267	0.1
expr	Meropenem	76	0.8216	0.05
expr	Meropenem	106	0.82	0.15
expr	Meropenem	104	0.8177	0.3
expr	Meropenem	101	0.8176	0.085
expr	Meropenem	104	0.8142	0.4
expr	Meropenem	115	0.8106	0.85
expr	Meropenem	92	0.8105	0.07
expr	Meropenem	112	0.8059	0.2
expr	Meropenem	29	0.8043	0.02
expr	Meropenem	114	0.802	0.7
expr	Meropenem	108	0.8012	0.5
expr	Meropenem	118	0.7999	1.0
expr	Meropenem	115	0.7985	0.25
expr	Meropenem	17	0.7782	0.015
expr	Meropenem	4	0.7478	0.0085
expr	Meropenem	5	0.7354	0.01
expr	Meropenem	2	0.7258	0.005
expr	Meropenem	3	0.7236	0.007
expr	Meropenem	0	0.2386	0.0015
expr	Meropenem	0	0.2386	0.004
expr	Meropenem	0	0.2386	0.003
expr	Meropenem	0	0.2386	0.0025
expr	Meropenem	0	0.2386	0.002
expr	Meropenem	0	0.2386	0.001
expr	Tobramycin	97	0.8945	0.085
expr	Tobramycin	104	0.8912	0.1
expr	Tobramycin	109	0.888	0.3
expr	Tobramycin	100	0.8842	0.07
expr	Tobramycin	113	0.881	0.15
expr	Tobramycin	112	0.8778	0.4
expr	Tobramycin	110	0.8772	0.2
expr	Tobramycin	114	0.876	1.0
expr	Tobramycin	84	0.8676	0.05
expr	Tobramycin	114	0.867	0.25
expr	Tobramycin	59	0.8663	0.03
expr	Tobramycin	77	0.8638	0.04
expr	Tobramycin	109	0.8613	0.7
expr	Tobramycin	109	0.8568	0.5
expr	Tobramycin	112	0.8554	0.85
expr	Tobramycin	51	0.844	0.025
expr	Tobramycin	35	0.8409	0.02
expr	Tobramycin	24	0.8227	0.015
expr	Tobramycin	12	0.8071	0.01
expr	Tobramycin	11	0.8004	0.0085
expr	Tobramycin	3	0.7967	0.005
expr	Tobramycin	7	0.7938	0.007
expr	Tobramycin	3	0.7826	0.004
expr	Tobramycin	2	0.6894	0.003
expr	Tobramycin	0	0.4069	0.0015
expr	Tobramycin	0	0.4069	0.0025
expr	Tobramycin	0	0.4069	0.002
expr	Tobramycin	0	0.4069	0.001
gpa_expr_snps	Ceftazidim	102	0.8172	0.025
gpa_expr_snps	Ceftazidim	137	0.8097	0.04
gpa_expr_snps	Ceftazidim	123	0.8097	0.03
gpa_expr_snps	Ceftazidim	89	0.8097	0.02
gpa_expr_snps	Ceftazidim	162	0.806	0.085
gpa_expr_snps	Ceftazidim	43	0.8059	0.015
gpa_expr_snps	Ceftazidim	160	0.8022	0.07
gpa_expr_snps	Ceftazidim	146	0.8022	0.05
gpa_expr_snps	Ceftazidim	180	0.8022	0.1
gpa_expr_snps	Ceftazidim	235	0.8022	0.3
gpa_expr_snps	Ceftazidim	163	0.7985	0.2
gpa_expr_snps	Ceftazidim	123	0.7948	0.85
gpa_expr_snps	Ceftazidim	19	0.7943	0.01
gpa_expr_snps	Ceftazidim	175	0.791	0.25
gpa_expr_snps	Ceftazidim	133	0.7906	0.4
gpa_expr_snps	Ceftazidim	165	0.7873	0.15
gpa_expr_snps	Ceftazidim	133	0.7836	0.7
gpa_expr_snps	Ceftazidim	13	0.7792	0.0085
gpa_expr_snps	Ceftazidim	128	0.7724	0.5
gpa_expr_snps	Ceftazidim	121	0.7612	1.0
gpa_expr_snps	Ceftazidim	6	0.7487	0.007
gpa_expr_snps	Ceftazidim	2	0.7106	0.005
gpa_expr_snps	Ceftazidim	0	0.335	0.0015
gpa_expr_snps	Ceftazidim	1	0.335	0.004
gpa_expr_snps	Ceftazidim	0	0.335	0.003
gpa_expr_snps	Ceftazidim	0	0.335	0.0025
gpa_expr_snps	Ceftazidim	0	0.335	0.002
gpa_expr_snps	Ceftazidim	0	0.335	0.001
gpa_expr_snps	Ciprofloxacin	22	0.9044	0.015
gpa_expr_snps	Ciprofloxacin	59	0.9016	0.4
gpa_expr_snps	Ciprofloxacin	41	0.8977	0.025
gpa_expr_snps	Ciprofloxacin	41	0.8975	0.02
gpa_expr_snps	Ciprofloxacin	67	0.8908	0.85
gpa_expr_snps	Ciprofloxacin	1	0.8896	0.003
gpa_expr_snps	Ciprofloxacin	1	0.8896	0.004
gpa_expr_snps	Ciprofloxacin	2	0.8896	0.005
gpa_expr_snps	Ciprofloxacin	5	0.8896	0.007
gpa_expr_snps	Ciprofloxacin	7	0.8896	0.0085
gpa_expr_snps	Ciprofloxacin	10	0.8896	0.01
gpa_expr_snps	Ciprofloxacin	52	0.8872	0.05
gpa_expr_snps	Ciprofloxacin	54	0.8872	0.2
gpa_expr_snps	Ciprofloxacin	47	0.8872	0.03
gpa_expr_snps	Ciprofloxacin	48	0.8872	0.085
gpa_expr_snps	Ciprofloxacin	51	0.8837	0.04
gpa_expr_snps	Ciprofloxacin	121	0.8837	0.3
gpa_expr_snps	Ciprofloxacin	45	0.8805	0.15
gpa_expr_snps	Ciprofloxacin	50	0.8803	0.07
gpa_expr_snps	Ciprofloxacin	154	0.8803	0.5
gpa_expr_snps	Ciprofloxacin	76	0.8765	0.25
gpa_expr_snps	Ciprofloxacin	49	0.8733	0.1
gpa_expr_snps	Ciprofloxacin	67	0.8729	0.7
gpa_expr_snps	Ciprofloxacin	74	0.8633	1.0
gpa_expr_snps	Ciprofloxacin	1	0.7908	0.0025
gpa_expr_snps	Ciprofloxacin	0	0.3084	0.0015
gpa_expr_snps	Ciprofloxacin	0	0.3084	0.002
gpa_expr_snps	Ciprofloxacin	0	0.3084	0.001
gpa_expr_snps	Meropenem	136	0.8918	0.4
gpa_expr_snps	Meropenem	93	0.8794	1.0
gpa_expr_snps	Meropenem	163	0.8787	0.5
gpa_expr_snps	Meropenem	84	0.8736	0.85
gpa_expr_snps	Meropenem	143	0.8721	0.2
gpa_expr_snps	Meropenem	153	0.8692	0.085
gpa_expr_snps	Meropenem	142	0.8692	0.1
gpa_expr_snps	Meropenem	147	0.8662	0.15
gpa_expr_snps	Meropenem	99	0.8662	0.04
gpa_expr_snps	Meropenem	97	0.8626	0.3
